INCLUIR_S_N,MOTIVO_EXCLUSAO,PRIORIDADE,titulo,ano,fonte,citacoes,doi,abstract_curto,abstract,soja,DECISAO,JUSTIFICATIVA
,,ALTA,MHRA-MS-3D-ResNet-BiLSTM: A Multi-Head-Residual Attention-Based Multi-Stream Deep Learning Model for Soybean Yield Prediction in the U.S. Using Multi-Source Remote Sensing Data,2024,Remote Sensing,11,10.3390/rs17010107,"Accurate prediction of soybean yield is important for safeguarding food security and improving agricultural management. Recent advances have highlighted the effectiveness and ability of Machine Learning (ML) models in analyzing Remote Sensing (RS) data for this purpose. However, most of these models do not fully consid...","Accurate prediction of soybean yield is important for safeguarding food security and improving agricultural management. Recent advances have highlighted the effectiveness and ability of Machine Learning (ML) models in analyzing Remote Sensing (RS) data for this purpose. However, most of these models do not fully consider multi-source RS data for prediction, as processing these increases complexity and limits their accuracy and generalizability. In this study, we propose the Multi-Residual Attention-Based Multi-Stream 3D-ResNet-BiLSTM (MHRA-MS-3D-ResNet-BiLSTM) model, designed to integrate various RS data types, including Sentinel-1/2 imagery, Daymet climate data, and soil grid information, for improved county-level U.S. soybean yield prediction. Our model employs a multi-stream architecture to process diverse data types concurrently, capturing complex spatio-temporal features effectively. The 3D-ResNet component utilizes 3D convolutions and residual connections for pattern recognition, complemented by Bidirectional Long Short-Term Memory (BiLSTM) for enhanced long-term dependency learning by processing data arrangements in forward and backward directions. An attention mechanism further refines the model’s focus by dynamically weighting the significance of different input features for efficient yield prediction. We trained the MHRA-MS-3D-ResNet-BiLSTM model using multi-source RS datasets from 2019 and 2020 and evaluated its performance with U.S. soybean yield data for 2021 and 2022. The results demonstrated the model’s robustness and adaptability to unseen data, achieving an R2 of 0.82 and a Mean Absolute Percentage Error (MAPE) of 9% in 2021, and an R2 of 0.72 and MAPE of 12% in 2022. This performance surpassed some of the state-of-the-art models like 3D-ResNet-BiLSTM and MS-3D-ResNet-BiLSTM, and other traditional ML methods like Random Forest (RF), XGBoost, and LightGBM. These findings highlight the methodology’s capability to handle multiple RS data types and its role in improving yield predictions, which can be helpful for sustainable agriculture.",titulo,S,"nucleo: soja como cultura-alvo, previsao com ML"
,,ALTA,Estimating Soybean Yields Using Causal Inference and Deep Learning Approaches With Satellite Remote Sensing Data,2024,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,11,10.1109/jstars.2024.3435699,"Timely and accurate crop yield estimation is crucial for managing crops, trade, and food security. The combination of remote sensing technology with machine learning methods is increasingly popular for global yield prediction. However, traditional machine learning methods rely on data correlation rather than causality,...","Timely and accurate crop yield estimation is crucial for managing crops, trade, and food security. The combination of remote sensing technology with machine learning methods is increasingly popular for global yield prediction. However, traditional machine learning methods rely on data correlation rather than causality, leading to poor interpretability. To address this issue, we propose a novel approach that combines structural causal model (SCM) with deep learning to develop a causal graph attention network model (SCM-GAT) based on causal relationships for soybean yield prediction at the county level of 10 major soybean-producing states in the United States. The SCM-GAT model considers not only conventional vegetation indices and weather variables but also the causal relationships between variables as inputs. Using independent validation and five-fold cross-validation strategies, our results show that the predictive performance of the SCM-GAT model is not only superior to traditional prediction models, such as selection operator regression (LASSO), random forest (RF), but also superior to the common deep learning models based on correlation relationships, such as long short-term memory network (LSTM), and transformer. It is also proved to be more robust than other models under extreme weather events. Additionally, we identify branching to blooming and blooming to setting pods as the key growth phases for soybean yield, and adding these phases as inputs to the model further improves prediction accuracy. Our findings suggest that incorporating causal relationships in deep learning models can improve prediction accuracy. This study provides a novel approach for remote sensing prediction of crop yield.",titulo,S,"nucleo: soja como cultura-alvo, previsao com ML"
,,ALTA,Effectiveness of machine learning and deep learning models at county-level soybean yield forecasting,2024,Hungarian Geographical Bulletin,10,10.15201/hungeobull.72.4.4,"Crop yield forecasting is critical in modern agriculture to ensure food security, economic stability, and effective resource management. The main goal of this study was to combine historical multisource satellite and environmental datasets with a deep learning (DL) model for soybean yield forecasting in the United Stat...","Crop yield forecasting is critical in modern agriculture to ensure food security, economic stability, and effective resource management. The main goal of this study was to combine historical multisource satellite and environmental datasets with a deep learning (DL) model for soybean yield forecasting in the United States’ Corn Belt. The following Moderate Resolution Imaging Spectroradiometer (MODIS) products were aggregated at the county level. The crop data layer (CDL) in Google Earth Engine (GEE) was used to mask the data so that only soybean pixels were selected. Several machine learning (ML) models were trained by using 5 years of data from 2012 to 2016: random forest (RF), least absolute shrinkable and selection operator (LASSO) regression, extreme gradient boosting (XGBoost), and decision tree regression (DTR) as well as DL-based one-dimensional convolutional neural network (1D-CNN). The best model was determined by comparing their performances at forecasting the soybean yield in 2017–2021 at the county scale. The RF model outperformed all other ML models with the lowest RMSE of 0.342 t/ha, followed by XGBoost (0.373 t/ha), DTR (0.437 t/ha), and LASSO (0.452 t/ha) regression. However, the 1D-CNN model showed the highest forecasting accuracy for the 2018 growing season with RMSE of 0.280 t/ha. The developed 1D-CNN model has great potential for crop yield forecasting because it effectively captures temporal dependencies and extracts meaningful input features from sequential data.",titulo,S,"nucleo: soja como cultura-alvo, previsao com ML"
,,MEDIA,A Temporal–Geospatial Deep Learning Framework for Crop Yield Prediction,2024,Electronics,9,10.3390/electronics13214273,"With the rapid development of information technology, the demand for digital agriculture is increasing. As an important agricultural production topic, crop yield has always attracted much attention. Currently, artificial intelligence, particularly machine learning, has become the leading approach for crop yield predict...","With the rapid development of information technology, the demand for digital agriculture is increasing. As an important agricultural production topic, crop yield has always attracted much attention. Currently, artificial intelligence, particularly machine learning, has become the leading approach for crop yield prediction. As a result, developing a machine learning method that accurately predicts crop yield has become one of the central challenges in digital agriculture. Unlike traditional regression prediction problems, crop yield prediction has a significant time correlation. For example, weather data for each county show strong temporal correlations. Moreover, geographic information from different regions also impacts crop yield to a certain extent. For example, if a county’s neighboring counties have a good harvest, then this county is likely to have high yields as well. This paper introduces a novel hybrid deep learning framework that combines convolutional neural network (CNN), graph attention network (GAT) and long short-term memory (LSTM) modules to enhance prediction accuracy. Specifically, CNN is employed to extract the features from the input data for each county in each year. GAT is introduced to model the geographical relationships between neighboring counties, allowing the model to capture spatial dependencies more effectively. LSTM is used to extract the temporal information within many years. The proposed hybrid deep learning framework CNN-GAT-LSTM captures both the temporal and spatial relationships, thereby improving the accuracy of yield prediction. We conduct experiments on a nationwide dataset that includes data from 1115 soybean-producing counties in 13 states in the United States covering the years from 1980 to 2018. We evaluate the performance of our proposed CNN-GAT-LSTM model based on three metrics, namely root of the mean squared error (RMSE), R-squared (R2) and correlation coefficient (Corr). The experimental results demonstrate that the proposed model achieves significant performance improvements over the existing state-of-the-art model, with RMSE reduced by 5%, R2 improved by 6% and Corr enhanced by 4%.",resumo,S,complementar: previsao multicultura com soja entre os alvos
,,ALTA,Predicting spatial and temporal variability in soybean yield using deep learning and open source data,2025,European Journal of Agronomy,9,10.1016/j.eja.2024.127498,"Spatial crop yield prediction provides valuable insights for supporting sustainable and precise crop management decisions. This study assessed the capabilities of advanced Deep Learning (DL) architectures in predicting within-field soybean yields using spectral bands from Sentinel-2 (RS-Inputs), weather (W-Inputs), and...","Spatial crop yield prediction provides valuable insights for supporting sustainable and precise crop management decisions. This study assessed the capabilities of advanced Deep Learning (DL) architectures in predicting within-field soybean yields using spectral bands from Sentinel-2 (RS-Inputs), weather (W-Inputs), and topographic attributes (TA-Inputs). DL architectures included 1-D convolutional neural network (1D-CNN), long short-term memory (LSTM) and transformer-based (TRFM). We used an extensive dataset ( ∼ 700 K) of yield observations, collected with a combine harvester, from 310 fields across three growing seasons (2020, 2021 and 2022) in Uruguay. The DL architectures were assessed under two testing strategies: across-fields and across-years. We compared results from DL architectures against a baseline that uses a process-based method with data assimilation. Our results revealed that DL architectures outperformed the baseline in testing across-fields only (RRMSE 35 % vs 40 %). The DL architectures encountered more challenges with temporal extrapolation (RRMSE 51 % in across-years). There were no substantial differences in performance among the DL architectures. The TA-Inputs enhanced accuracy in 1D-CNN (reduced RRMSE by ∼ 13 %), while W-Inputs led to a small improvement in 1D-CNN and LSTM (reduced RRMSE by ∼ 2 %) when tested across-years. All combinations of DL architectures and input settings encountered challenges in predicting the tails of the yield distribution (mean bias ∼ 1000 kg ha −1 ). We discussed the current limitations of DL architectures in capturing crop yield complexity using openly available spatial data and provided further directions for improving the reliability and interpretability of data-driven models by integrating process-based approaches. Beyond this, the performance of data-driven methods alone is expected to improve with the increasing availability of collected and stored data. Incorporating historical yield maps and in-season crop management data into open-source datasets will facilitate continuous training and enhancement for tailored models. • A process-based approach was superior to DL in temporal extrapolation. • DL is more promising for predicting unseen fields than years (RRMSE 35 % vs 51 %). • Performance was comparable among DL architectures. • Adding weather and topography inputs had a minor impact on accuracy. • Errors increased towards the tails of the distribution across all models and inputs.",titulo,S,"nucleo: soja como cultura-alvo, previsao com ML"
,,ALTA,Estimation and forecasting of soybean yield using artificial neural networks,2021,Agronomy Journal,8,10.1002/agj2.20729,"Abstract In science, estimation is the calculation of a current value, while forecasting (or prediction) is the calculation of a future value. Both estimation and forecasting are based on covariates. However, whereas estimation enables greater agility in current decision making, forecasting can reveal different strateg...","Abstract In science, estimation is the calculation of a current value, while forecasting (or prediction) is the calculation of a future value. Both estimation and forecasting are based on covariates. However, whereas estimation enables greater agility in current decision making, forecasting can reveal different strategies for the future. The use of Artificial Neural Networks (ANNs) has brought improvements in accuracy to the estimation and forecasting of agricultural yield for various crops around the world. These models are part of a set of machine‐learning models, becoming an important ally not only to producers, companies, cooperatives, and to government institutions for decisions making and strategic decisions at all levels of the agricultural system. The main constraints of agricultural production are climatic conditions and soil water availability during crop cycles. We propose the use of ANNs for soybean [ Glycine max (L.) Merr.] yield estimation and forecasting 2 mo before harvesting in the region of MATOPIBA, the largest and the last agricultural frontier of Brazil. This tropical agricultural area has about 73,173,485 hectares, corresponding to approximately 1.3 times the area of France. The input features for ANN were the monthly climatic conditions of air temperature, precipitation, and global radiation, as well as components of the water balance such as crop evapotranspiration, soil water storage, actual evapotranspiration, water deficiency, and surpluses during the cultivation cycle. The evaluation of ANN for yield estimation had R 2 = .88 and RMSE = 167.85 kg ha –1 , while the ANN for forecasting obtained R 2 = .86 and RMSE = 185.85 kg ha –1 .",titulo,S,"nucleo: soja como cultura-alvo, previsao com ML"
,,MEDIA,Spiking Neural Network (SNN) for Crop Yield Prediction,2021,,7,10.1109/icot54518.2021.9680618,"Crop yield prediction focuses mostly on agricultural research, which have an enormous impact on taking decisions for example import-export, price, along with crop management. Accurate forecasting with well-timed projections is critical, but it is a challenging undertaking owing to various complicated aspects. There are...","Crop yield prediction focuses mostly on agricultural research, which have an enormous impact on taking decisions for example import-export, price, along with crop management. Accurate forecasting with well-timed projections is critical, but it is a challenging undertaking owing to various complicated aspects. There are few examples of crops that can be utilized to forecast crop yields like Wheat, peas, rice, pulses, tea, sugar cane, green houses, cotton, soybeans, and corn. Agriculture needs massive datasets and awareness practices. Meteorological conditions, components of soil, management methods, genotype, and their connections are utilized to predict corn yield. Optimal crop growth frequently requires a detailed knowledge of the operational relationships among yield and these interaction parameters, that needs large datasets and difficult algorithms to demonstrate. Several Machine Learning models, Deep Learning models, and Artificial Neural Network methods are used to forecast. Convolutional Neural Networks (CNN), Spiking Neural Networks (SNN), and Recurrent Neural Networks (RNN) are used to estimate corn production (RNN). By integrating RNN and SNN models, each model functioning was improved.",resumo,S,complementar: previsao multicultura com soja entre os alvos
,,ALTA,Phenology-Based Maize and Soybean Yield Potential Prediction Using Machine Learning and Sentinel-2 Imagery Time-Series,2025,Applied Sciences,7,10.3390/app15137216,"Unlike traditional yield mapping, which is conducted using costly yield sensors mounted on combine harvesters to collect post-harvest data, yield potential prediction using remote sensing data is considered a low-cost alternative. In this study, an effort was made to address the research gap concerning the effectivenes...","Unlike traditional yield mapping, which is conducted using costly yield sensors mounted on combine harvesters to collect post-harvest data, yield potential prediction using remote sensing data is considered a low-cost alternative. In this study, an effort was made to address the research gap concerning the effectiveness of phenological modeling in crop yield potential prediction using machine learning. Combinations of seven vegetation indices from Sentinel-2 imagery and seven phenology metrics were evaluated for the prediction of maize and soybean yield potential. Ground truth yield data were provided by the Quantile Loss Domain Adversarial Neural Network (QDANN) database, with 1000 samples randomly selected per year from 2019 to 2022 for Iowa and Illinois. Four machine learning algorithms were tested: random forest (RF), support vector machine regression (SVM), multivariate adaptive regression splines (MARS), and Bayesian regularized neural networks (BRNNs). Across all evaluations, RF was found to outperform the other models in both cross-validation and final model accuracy metrics. Vegetation index values at peak of season (POS) and phenological timing, expressed as the day of year (DOY) of phenological events, were identified as the most influential covariates for predicting yield potential in particular years for both maize and soybean.",titulo,S,"nucleo: soja como cultura-alvo, previsao com ML"
,,MEDIA,Crop Yield Prediction using Satellite/Uav Synergy and Machine Learning,2021,,6,10.1109/igarss47720.2021.9554735,"The work aims to predict soybean yield using satellite and Unmanned Aerial Vehicle (UAV) synergy and machine learning. UAV RGB imagery and Worldview satellite data was acquired in the summer of 2017 over a soybean field near Columbia, Missouri, USA. Canopy spectral features from satellite data and structural features f...","The work aims to predict soybean yield using satellite and Unmanned Aerial Vehicle (UAV) synergy and machine learning. UAV RGB imagery and Worldview satellite data was acquired in the summer of 2017 over a soybean field near Columbia, Missouri, USA. Canopy spectral features from satellite data and structural features from UAV imagery were combined and fused to predict soybean grain yield. Commonly used machine learning regression methods including Extreme Learning Regression (ELR), Random Forest Regression (RFR), Support Vector Regression (SVR) and Partial Least Squares Regression (PLSR) were utilized to predict soybean yield using spectral features from satellite data and structural features from UAV imagery. The results showed that canopy structure features such as canopy height and canopy coverage are important indicators for soybean grain yield estimation, and complementarities between Satellite and UAV data reveal a great potential of synergy, and lead to an improved performance for soybean grain yield estimation.",resumo,N,"escala de parcela (UAV/sensor proximal), nao regional"
,,ALTA,"Comparison of phenological weather indices based statistical, machine learning and hybrid models for soybean yield forecasting in Uttarakhand",2023,Journal of Agrometeorology,6,10.54386/jam.v25i3.2232,"Early information exchange regarding predicted crop production could play a role in lowering the danger of food insecurity. In this study total six multivariate models were developed using past time series yield data and weather indices viz. SMLR, PCA-SMLR, ANN, PCA-ANN, SMLR-ANN and PCA-SMLR-ANN for three major soybea...","Early information exchange regarding predicted crop production could play a role in lowering the danger of food insecurity. In this study total six multivariate models were developed using past time series yield data and weather indices viz. SMLR, PCA-SMLR, ANN, PCA-ANN, SMLR-ANN and PCA-SMLR-ANN for three major soybean producing districts of Uttarakhand viz. Almora, Udham Singh Nagar and Uttarkashi. Further analysis was done by fixing 80% of the data for calibration and the remaining dataset for validation to predict soybean yield. Phenology wise average values were computed using the daily weather data. These average values are subsequently employed in the computation of both weighted and unweighted weather indices. The PCA-SMLR-ANN, SMLR-ANN and PCA-ANN models were found to be the best soybean yield predictor model for Almora, Udham Singh Nagar and Uttarkashi districts, respectively. The overall ranking based on the performances of the models for all locations can be given as: SMLR-ANN &gt; PCA-ANN &gt; PCA-SMLR-ANN ≈ ANN &gt; PCA-SMLR &gt; SMLR. The study results indicated that hybrid models outperformed the individual models well for all the study regions.",titulo,S,"nucleo: soja como cultura-alvo, previsao com ML"
,,MEDIA,3D Convolutional Neural Network with Dimension Reduction and Metric Learning for Crop Yield Prediction Based on Remote Sensing Data,2023,Applied Sciences,6,10.3390/app132413305,"Crop yield prediction is essential for tasks like determining the optimal profile of crops to be planted, allocating government resources, effectively planning and preparing for aid distribution, making decisions about imports, and so on. Crop yield prediction using remote sensing data during the growing season is help...","Crop yield prediction is essential for tasks like determining the optimal profile of crops to be planted, allocating government resources, effectively planning and preparing for aid distribution, making decisions about imports, and so on. Crop yield prediction using remote sensing data during the growing season is helpful to farm planning and management, which has received increasing attention. Information mining from multichannel geo-spatiotemporal data brings many benefits to crop yield prediction. However, most of the existing methods have not fully utilized the dimension reduction technology and the spatiotemporal feature of the data. In this paper, a new approach is proposed to predict the yield from multispatial images by using the dimension reduction method and a 3D convolutional neural network. In addition, regions with similar crop yields should have similar features learned by the network. Thus, metric learning and multitask learning are used to learn more discriminative features. We evaluated the proposed method on county-level soybean yield prediction in the United States, and the experimental results show the effectiveness of the proposed method. The proposed method provides new ideas for crop yield estimation and effectively improves the accuracy of crop yield estimation.",resumo,S,complementar: previsao multicultura com soja entre os alvos
,,MEDIA,Convolutional and Spiking Neural Network Models for Crop Yield Forecasting,2021,E3S Web of Conferences,6,10.1051/e3sconf/202130901162,"Prediction of Crop yield focuses primarily on agriculture research which will have a significant effect on making decisions such as import-export, pricing and distribution of specific crops. Predicting accurately with well-timed forecasts is important, but it is a difficult task due to numerous complex factors. Mostly ...","Prediction of Crop yield focuses primarily on agriculture research which will have a significant effect on making decisions such as import-export, pricing and distribution of specific crops. Predicting accurately with well-timed forecasts is important, but it is a difficult task due to numerous complex factors. Mostly crops like wheat, rice, peas, pulses, sugar cane, tea, cotton, green houses, corn, and soybean can all be used to forecast crop yields. We considered corn dataset to predict the yield for 13 different states in United States. Crop development and progression are strongly affected by climatic changes and unpredictability. Predicting crop yield well before harvest time will support farmers for selling and storing their crops. Agriculture involves large datasets and knowledge processes. Factors such as Weather Components, Soil Components, Management practices, genotype and their interactions are used in predicting Corn Yield. Precise crop growth generally necessitates a complete overview of the functional correlations between yield and all these interactive variables, which necessitates the use of large datasets and complex algorithms to demonstrate. Various Machine Learning models, Deep Learning models, and Artificial Neural Network algorithms are used for predicting. Deep Neural Network Models such as Convolution Neural Networks (CNN), Spiking Neural Networks (SNN), and Recurrent Neural Networks (RNN) are used to assess corn yield. Integrating CNN, RNN and SNN models outperformed than individual model performance.",resumo,S,complementar: previsao multicultura com soja entre os alvos
,,MEDIA,Comparative Evaluation of XAI Methods for Transparent Crop Yield Estimation Using CNN,2024,,5,10.1109/igarss53475.2024.10641426,"While Deep Learning (DL) has significantly improved the estimation of crop yields from satellite imagery, the intricacies of the decision-making processes within the utilized DL models remain obscure. To ensure transparency and dependability in crop yield predictions, unravelling the complex mechanisms of DL models is ...","While Deep Learning (DL) has significantly improved the estimation of crop yields from satellite imagery, the intricacies of the decision-making processes within the utilized DL models remain obscure. To ensure transparency and dependability in crop yield predictions, unravelling the complex mechanisms of DL models is imperative. This task is challenging due to the varying outcomes presented by different eXplainable Artificial Intelligence (XAI) methods. This study examines a range of eXplainable Artificial Intelligence (XAI) techniques applied to Convolutional Neural Networks (CNNs) for Soybean yield estimation from Sentinel-2 satellite imagery. Methods like Layerwise Relevance Propagation (LRP), SmoothGrad, Deep Taylor, and gradCAM have been employed to elucidate the CNN model, producing saliency maps that are subsequently evaluated through a perturbation analysis. The study also examines how each XAI method identifies the model's focus on Soybean fields compared to other crop fields or land uses. Our findings indicate that LRP outperforms other methods, offering more accurate saliency maps and highlighting critical spatial information for crop yield estimation. The knowledge gained about the XAI methods facilitates understanding the behaviour of complex CNN model architecture used for crop yield estimation in the future.",resumo,S,complementar: previsao multicultura com soja entre os alvos
,,MEDIA,Phenotype Based Smart Mobile Application for Crop Yield Prediction and Forecasting Using Machine Learning and Time Series Models,2022,Journal of Mobile Multimedia,5,10.13052/jmm1550-4646.1837,"Prediction and forecasting of crop yield recently plays a vital role in the field of Agriculture. Drastic changes in climatic conditions, changes in rainfall season, and lack of nutrients content in the soil etc., due to major factors such as rapid industrialisation, global warming and pollution. This leads to the farm...","Prediction and forecasting of crop yield recently plays a vital role in the field of Agriculture. Drastic changes in climatic conditions, changes in rainfall season, and lack of nutrients content in the soil etc., due to major factors such as rapid industrialisation, global warming and pollution. This leads to the farmers’ predictions based on their own agricultural experiences on various crop yields based on external factors gone wrong. This results in farmers not getting adequate yield and suffering from financial loss. Machine learning and time series models are involved in this research work to carry out prediction and forecast of corn and soybean crop production over time through mobile application and it consist of various regression algorithms of machine learning such as multiple linear regression (MLR), decision tree regression (DTR), random forest tree regression (RFTR), k-nearest neighbour (KNN) and gradient boosting regression (GBR) are used for crop yield prediction. Time series models such as auto regression (AR), moving average (MA), auto regression integrated moving average (ARIMA) and vector auto regression (VAR) used for forecast of crop production. Comparative analysis also made between machine learning and time series models, in which GBR of machine learning outperformed other machine learning models with 92.648% predicted yield accuracy and VAR of time series model outperformed other time series models with 94.367% forecasted yield accuracy. Regression metrics such as mean square error (MSE), root mean square error (RMSE) and mean absolute error (MAE) are also involved in predicting crop yields.",resumo,N,melhoramento genetico / fenotipagem
,,ALTA,Comparative analysis of orbital sensors in soybean yield estimation by the random forest algorithm,2023,Ciência e Agrotecnologia,4,10.1590/1413-7054202347002423,"ABSTRACT Remote sensing has proven to be a promising tool allowing crop monitoring over large geographic areas. In addition, when combined with machine learning methods, the algorithms can be used for estimating crop yield. This study sought to estimate soybean yield through the enhanced vegetation index and normalized...","ABSTRACT Remote sensing has proven to be a promising tool allowing crop monitoring over large geographic areas. In addition, when combined with machine learning methods, the algorithms can be used for estimating crop yield. This study sought to estimate soybean yield through the enhanced vegetation index and normalized difference vegetation index. These vegetation indices were obtained using moderate-resolution imaging spectro-radiometer (MODIS) sensors on AQUA and TERRA satellites and multispectral instrument (MSI) sensor on Sentinel-2 satellite. Random forest (RF) algorithm was used to predict soybean yield and the estimation models were compared with the actual plot’s yield. The RF algorithm showed good performance to estimate soybean yield with our models (R2 = 0.60 and RMSE = 0.50 for MSI; R² = 0.63 and RMSE = 0.59 for MODIS). Vegetation indices with imaging dates corresponding to the crop’s maturation had a higher degree of importance in its predictive ability. However, when comparing the actual and predicted soybean production values, differences of 145 kg ha-1 in contrast to 4 kg ha-1 were found for the MODIS and MSI models, respectively. Therefore, the MSI sensor integrated with machine learning algorithms accurately estimated crop yields.",titulo,S,"nucleo: soja como cultura-alvo, previsao com ML"
,,ALTA,Prediction of Soybean Yield at the County Scale Based on Multi-Source Remote-Sensing Data and Deep Learning Models,2025,Agriculture,4,10.3390/agriculture15131337,"Against the backdrop of global food security challenges, precise pre-harvest yield estimation of large-scale soybean crops is crucial for optimizing agricultural resource allocation and ensuring stable food supplies. This study developed an integrated prediction model for county-level soybean yield forecasting, which c...","Against the backdrop of global food security challenges, precise pre-harvest yield estimation of large-scale soybean crops is crucial for optimizing agricultural resource allocation and ensuring stable food supplies. This study developed an integrated prediction model for county-level soybean yield forecasting, which combines multi-source remote-sensing data with advanced deep learning techniques. The ant colony optimization-convolutional neural network with gated recurrent units and multi-head attention (ACGM) model showcases remarkable predictive prowess, as evidenced by a coefficient of determination (R2) of 0.74, a root mean square error (RMSE) of 123.94 kg/ha, and a mean absolute error (MAE) of 105.39 kg/ha. When pitted against other models, including the random forest regression (RFR), support vector regression (SVR), extreme gradient boosting (XGBoost), and convolutional neural network (CNN) models, the ACGM model clearly emerges as the superior performer. This study identifies August as the optimal period for early soybean yield prediction, with the model performing best when combining environmental and photosynthetic parameters (ED + PP). The ACGM model demonstrates a good accuracy and generalization ability, providing a practical approach for refined agricultural management. By integrating deep learning with open-source remote-sensing data, this research opens up new avenues for enhancing agricultural decision-making and safeguarding food security.",titulo,S,"nucleo: soja como cultura-alvo, previsao com ML"
,,ALTA,Prediction of Soybean Yield using Self-normalizing Neural Networks,2020,,3,10.1145/3409073.3409092,"Nowadays, agriculture around the world is facing severe challenges because of global warming and rapid population growth. In order to maximize the agricultural production and minimize the environmental degradation at the same time, careful land-use planning and crop selection come to be crucial, where accurate crop yie...","Nowadays, agriculture around the world is facing severe challenges because of global warming and rapid population growth. In order to maximize the agricultural production and minimize the environmental degradation at the same time, careful land-use planning and crop selection come to be crucial, where accurate crop yield prediction plays a key role. This research applies an emerging Deep Learning architecture called Self-normalizing neural networks (SNN) for yield prediction of the soybean, using numerical data obtained from official statistics to ensure high reliability and availability of data. Plentiful work has been done to improve the performance, including careful parameter tuning and application of early stopping and the learning rate scheduler. This study conducts an experiment to evaluate the performance of the model, and the results show that SNN can achieve a lower prediction error with sufficiently large training data compared with traditional machine learning methods, such as Support Vector Regression, and other Deep Learning techniques, such as Batch Normalization.",titulo,S,"nucleo: soja como cultura-alvo, previsao com ML"
,,MEDIA,Crop Yield Forecast at Field Scale Using Deep Neural Network Algorithm,2021,,2,10.1109/igarss47720.2021.9554856,"Crop yield information at field scale is important for farmers, crop insurance companies and agricultural communities in general. In this study, a wide range of ground-collected yield data was used to develop crop yield forecast models for the two internationally important crops: wheat and soybeans. A deep neural netwo...","Crop yield information at field scale is important for farmers, crop insurance companies and agricultural communities in general. In this study, a wide range of ground-collected yield data was used to develop crop yield forecast models for the two internationally important crops: wheat and soybeans. A deep neural network (NN), a long short-term memory (LSTM), was trained for both crops individually. For each crop, the LSTM model was trained for two different scenarios including using Synthetic Aperture Radar (SAR)-only data as first scenario and using integration of SAR and optical satellite data as a second scenario. The root mean square error (RMSE) and coefficient of determination <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">$(R^{2})$</tex> were estimated for each scenario. The results demonstrated that the accuracies improved from RMSE of 516.7 kg/ha and <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">$R^{2}$</tex> of 0.79 (scenario 1) to RMSE of 433.77 kg/ha and <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">$R^{2}$</tex> of 0.87 (scenario 2) for soybeans. For wheat, the accuracies improved from RMSE of 617.14 kg/ha and <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">$R^{2}$</tex> of 0.83 (scenario 1) to RMSE of 423.04 kg/ha and <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">$R^{2}$</tex> of 0.87 (scenario 2). These results show that using SAR data and their integration with optical satellite data is a promising approach for crop yield forecast at field scale.",resumo,S,complementar: previsao multicultura com soja entre os alvos
,,ALTA,Artificial intelligence applied to estimate soybean yield,2024,Revista Brasileira de Engenharia de Biossistemas,2,10.18011/bioeng.2024.v18.1211,"The application of mathematical models using biotic and abiotic factors for the efficient use of fertilizers to obtain maximum economic productivity can be an important tool to minimize the cost of soybean (Glycine max (L.) Merr.) grain yield. In this sense, using Artificial Neural Networks (ANN) is an important tool i...","The application of mathematical models using biotic and abiotic factors for the efficient use of fertilizers to obtain maximum economic productivity can be an important tool to minimize the cost of soybean (Glycine max (L.) Merr.) grain yield. In this sense, using Artificial Neural Networks (ANN) is an important tool in studies involving optimization. This study aimed to estimate soybean yield in Luiziana, Paraná state, Brazil, by considering two growing seasons and an Artificial Neural Network (ANN) as a function of the morphological and nutritional parameters of the plants. Results reveal a well-trained network, with a margin of error of approximately 10-5, thus acting as a tool to estimate soybean data. For the phases, model validation and network test, i.e., data that were not part of the training (validation), the errors averaged 10-3. These results indicate that our approach is adequate for optimizing soybean yield estimates in the area studied.",titulo,S,"nucleo: soja como cultura-alvo, previsao com ML"
